College Name,Subject Code,Subject Name,Topics Covered
Mahatma Gandhi Institute of Technology (MGIT),CS745PE,Adhoc and Sensor Networks,": Introduction to AdHoc Networks - Characteristics of MANETs, Applications of MANETs and Challenges of MANETs. Routing in MANETs - Criteria for classification, Taxonomy of MANET routing algorithms, Topology- based routing algorithms-Proactive: DSDV; Reactive: DSR, AODV; Hybrid: ZRP; Position-based routing algorithms-Location Services-DREAM, Quorum-based; Forwarding Strategies: Greedy Packet, Restricted Directional Flooding-DREAM, LAR. , : Data Transmission - Broadcast Storm Problem, Rebroadcasting Schemes-Simple-flooding, Probability-based Methods, Area-based Methods, Neighbor Knowledge-based: SBA, Multipoint Relaying, AHBP. Multicasting: Tree-based: AMRIS, MAODV; Mesh-based: ODMRP, CAMP; Hybrid: AMRoute, MCEDAR. , : Geocaching: Data-transmission Oriented-LBM; Route Creation Oriented-GeoTORA, MGR. TCP over Ad Hoc TCP protocol overview, TCP and MANETs, Solutions for TCP over Ad hoc. , : Basics of Wireless, Sensors and Lower Layer Issues: Applications, Classification of sensor networks, Architecture of sensor network, Physical layer, MAC layer, Link layer, Routing Layer. , : Upper Layer Issues of WSN: Transport layer, High-level application layer support, Adapting to the inherent dynamic nature of WSNs, Sensor Networks and mobile robots."
Mahatma Gandhi Institute of Technology (MGIT),CS751PE,Advanced Algorithms,"Introduction to Algorithms, Classification of Algorithms, Asymptotic Analysis, Introduction to Recurrence equations - Linear recurrences, Non-linear recurrences, Formulation of recurrence equations, techniques for solving recurrence equations, solving recurrence equations using polynomial reduction, Masters theorem Graph: Definitions and Elementary Algorithms: Shortest path by BFS, shortest path in edge- weighted case (Dijkstra's), depth-first search and computation of strongly connected components, Multistage Graph, topological sorting , Graph Matching: Algorithm to compute maximum matching. Characterization of maximum matching by augmenting paths, Edmond's Blossom algorithm to compute augmenting path, Bipartite matching problem Matroids: Introduction to greedy paradigm, algorithm to compute a maximum weight maximal independent set, Optimal tree problems- optimal merge, Huffman coding, tree vertex splitting problem. Shortest Path in Graphs: Floyd- Warshall algorithm, Travelling Sales Person Problem, and introduction to dynamic programming paradigm. Optimal Graph Problems - Minimum Spanning Tree, Single source shortest path. , Flow-Networks: Maxflow - mincut theorem, Ford-Fulkerson Method to compute maximum flow, Edmond-Karp maximum-flow algorithm. Matrix Computations: Strassen's algorithm and introduction to divide and conquer paradigm, Chain Matrix Multiplication, Matrix operations Gaussian Elimination method, LUP- decomposition, Crouts method of decomposition, inverse of a triangular matrix, , Modulo Representation of integers/polynomials: Chinese Remainder Theorem, Conversion between base-representation and modulo-representation, interpolation problem. Multiplication of long integers by using Divide and Conquer paradigm, Schonhage-Strassens Integer Multiplication algorithm. String Algorithms: Nave String, Rabin Karp, KMP, Boyer Moore, Harspool algorithms , Basics of Computational Complexity: Introduction to computational complexity, complexity classes, Satisfiability problem and Cooks theorem, Examples of NP- Complete problems Randomized algorithms: Introduction, Types of Randomized algorithms, Example of Randomized algorithms. Approximation algorithms: Introduction, Types of Approximation algorithms, Examples of Approximation algorithms TEXT BOOK: . Design and Analysis of Algorithms, S. Sridhar, Oxford University Press. , Introduction Extreme Programming (XP) - Agile Development: Why Agile - Understanding Success, Beyond Deadlines, Importance of Organizational Success, Introduction to Agility How to Be Agile - Agile methods, Don't make your own method, Road to mastery Understanding XP (Extreme Programming) - XP life cycle, XP team, XP Concepts Adopting XP - Knowing whether XP is suitable, Implementing XP, assessing Agility Practicing XP - Thinking - Pair Programming, Energized work, Informative Workspace, Root cause Analysis, Retrospectives. ( Chapters from Text book ) , Collaborating: Trust, Sit together, Real customer involvement, Ubiquitous language, meetings, coding standards, Iteration demo, Reporting. (6th chapter) , Releasing: Bugfree Release, Version Control, fast build, continuous integration, Collective ownership, Documentation. (7th chapter) , Planning: Version, Release Plan, Risk Management, Iteration Planning, Slack, Stories, Estimating. (8th chapter) , Developing: Incremental requirements, Customer tests, Test driven development, Refactoring, Incremental design and architecture, spike solutions, Performance optimization, Exploratory testing. (9th chapter) TEXT BOOK: . The art of Agile Development, James Shore and Shane Warden, 11th Indian Reprint, O'Reilly, ."
Mahatma Gandhi Institute of Technology (MGIT),CS753PE,Robotic Process Automation,"Introduction & Fundamentals Scope and techniques of automation, Robotic process automation - What can RPA do? Benefits of RPA, Components of RPA, RPA platforms, The future of automation. History of Automation - What is RPA - RPA vs Automation - Processes & Flowcharts - Programming Constructs in RPA - What Processes can be Automated - Types of Bots - Workloads which can be automated - RPA Advanced Concepts - Standardization of processes - RPA Development methodologies - Difference from SDLC - Robotic control flow architecture - RPA business case - RPA Team - Process Design Document/Solution Design Document - Industries best suited for RPA - Risks & Challenges with RPA - RPA and emerging ecosystem. , Introduction Of RPA Tools The User Interface - Variables - Managing Variables - Naming Best Practices - The Variables Panel - Generic Value Variables - Text Variables - True or False Variables - Number Variables - Array Variables - Date and Time Variables - Data Table Variables - Managing Arguments - Naming Best Practices - The Arguments Panel - Using Arguments - About Imported Namespaces - Importing New Namespaces- Control Flow - Control Flow Introduction - If Else Statements - Loops - Advanced Control Flow - Sequences Flowcharts - About Control Flow - Control Flow Activities - The Assign Activity - The Delay Activity - The Do While Activity - The If Activity - The Switch Activity - The While Activity - The For Each Activity - The Break Activity - Data Manipulation - Data Manipulation Introduction - Scalar variables, collections and Tables - Text Manipulation - Data Manipulation - Gathering and Assembling Data , Advanced Automation Concepts & Techniques Recording Introduction - Basic and Desktop Recording - Web Recording - Input/output Methods - Screen Scraping - Data Scraping - Scraping advanced techniques - Selectors - Defining and Assessing Selectors - Customization - Debugging - Dynamic Selectors - Partial Selectors - RPA Challenge - Image, Text & Advanced Citrix Automation - Introduction to Image & Text Automation - Image based automation - Keyboard based automation - Information Retrieval - Advanced Citrix Automation challenges - Best Practices - Using tab for Images - Starting Apps - Excel Data Tables & PDF - Data Tables in RPA - Excel and Data Table basics - Data Manipulation in excel Extracting Data from PDF - Extracting a single piece of data - Anchors - Using anchors in PDF. , Handling user events & assistant bots, exception handling: What are assistant bots? - Monitoring system event triggers - Hotkey trigger - Mouse trigger - System trigger - Monitoring image and element triggers - An example of monitoring email - Example of monitoring a copying event and blocking it - Launching an assistant bot on a keyboard event. Debugging and Exception Handling - Debugging Tools - Strategies for solving issues - Catching errors. , Deploying And Maintaining the Bot Publishing using publish utility - Creation of Server - Using Server to control the bots - Creating a provision Robot from the Server - Connecting a Robot to Server - Deploy the Robot to Server - Publishing and managing updates - Managing packages - Uploading packages - Deleting packages"
Mahatma Gandhi Institute of Technology (MGIT),CS754PE,Blockchain Technology,"Introduction: Blockchain or distributed trust, Protocol, Currency, Cryptocurrency, How a Cryptocurrency works, Crowdfunding , Extensibility of Blockchain concepts, Digital Identity verification, Block chain Neutrality, Digital art, Block chain Environment , Blockchain Science: Grid coin, Folding coin, Blockchain Genomics, Bit coin MOOCs , Currency, Token, Tokenizing, Campus coin, Coin drop as a strategy for Public adoption, Currency Multiplicity, Demurrage currency , Technical challenges, Business model challenges, Scandals and Public perception, Government Regulations TEXTBOOK: . Blockchain Blue print for Economy by Melanie Swan REFERENCE: . Blockchain Basics: A Non-Technical Introduction in Steps 1st Edition, by Daniel Drescher B.Tech. VII Semester L T P C"
Mahatma Gandhi Institute of Technology (MGIT),CS721OE,Operating Systems,"Operating System - Introduction: Simple Batch, Multiprogrammed, Time-shared, Personal Computer, Parallel, Distributed Systems, Real-Time Systems, System components, Operating System services, System Calls Process - Process concepts and scheduling, Operations on processes, Cooperating Processes, Threads. , CPU Scheduling: Scheduling Criteria, Scheduling Algorithms, Multiple -Processor Scheduling. System call interface for process management-fork, exit, wait, waitpid, exec Deadlocks - System Model, Deadlocks Characterization, Methods for Handling Deadlocks, Deadlock Prevention, Deadlock Avoidance, Deadlock Detection, and Recovery from Deadlock. , Process Management and Synchronization: The Critical Section Problem, Synchronization Hardware, Semaphores, and Classical Problems of Synchronization, Critical Regions, Monitors Interprocess Communication Mechanisms: IPC between processes on a single computer system, IPC between processes on different systems, using pipes, FIFOs, message queues, shared memory. , Memory Management and Virtual Memory: Logical versus Physical Address Space, Swapping, Contiguous Allocation, Paging, Segmentation, Segmentation with Paging, Demand Paging, Page Replacement, Page Replacement Algorithms. , File System Interface and Operations: Access methods, Directory Structure, Protection, File System Structure, Allocation methods, Free-space Management. Usage of open, create, read, write, close, lseek, stat, ioctl system calls"
Mahatma Gandhi Institute of Technology (MGIT),CS722OE,Software Engineering,"Introduction to Software Engineering: The evolving role of software, changing nature of software, software myths. A Generic view of process: Software engineering- a layered technology, a process framework, the capability maturity model integration (CMMI). Process models: The waterfall model, Spiral model and Agile methodology , Software Requirements: Functional and non-functional requirements, user requirements, system requirements, interface specification, the software requirements document. Requirements engineering process: Feasibility studies, requirements elicitation and analysis, requirements validation, requirements management. , Design Engineering: Design process and design quality, design concepts, the design model. Creating an architectural design: software architecture, data design, architectural styles and patterns, architectural design, conceptual model of UML, basic structural modeling, class diagrams, sequence diagrams, collaboration diagrams, use case diagrams, component diagrams. , Testing Strategies: A strategic approach to software testing, test strategies for conventional software, black-box and white-box testing, validation testing, system testing, the art of debugging. Metrics for Process and Products: Software measurement, metrics for software quality. , Risk management: Reactive Vs proactive risk strategies, software risks, risk identification, risk projection, risk refinement, RMMM. Quality Management: Quality concepts, software quality assurance, software reviews, formal technical reviews, statistical software quality assurance, software reliability, the ISO quality standards."
Mahatma Gandhi Institute of Technology (MGIT),MS801HS,ORGANIZATIONAL BEHAVIOUR,"INTRODUCTION, PERCEPTION AND ATTRIBUTION Introduction to OB - Definition, Nature and Scope Environmental and organizational context Impact of IT, globalization, Diversity, Ethics, culture, reward systems and organizational design on Organisational Behaviour. Cognitive Process I: Perception and Attribution: Meaning of Perception, Nature, and importance of Perception Sensation versus Perception - Perceptual selectivity and organization Social perception. Attribution: Meaning - Attribution Theories Fritz heiders theory of attribution; Jones & Davis correspondent inference theory; Kelleys Covariation Model; and Weiners Three-Dimensional Model - Locus of control Attribution Errors Impression Management Types - Strategies of Impression Management. , PERSONALITY, ATTITUDES AND MOTIVATION Cognitive Process II: Personality and Attitudes - Personality as a continuum Meaning of personality, Personality Traits - Johari Window and Transactional Analysis. Attitudes: Nature and Dimension of Attitudes - Job satisfaction and organizational commitment. Motivation: Motivational needs and processes- Theories of Motivation the content theories of motivation: Maslows hierarchy of needs; Herzbergs two factor theory of motivation; Alderfers ERG theory The process theories of work motivation: Vrooms expectancy theory of motivation; the Porter-Lawlers model. , COMMUNICATION, DECISION-MAKING, STRESS AND CONFLICT Dynamics of OB - I: Communication: Meaning and types - interactive communication in organizations barriers to communication and strategies to improve the flow of communication. Decision Making: Participative decision- making techniques creativity and group decision making. Dynamics of OB II: Stress and Conflict: Meaning and types of stress Meaning and types of conflict - Effect of stress and intra-individual conflict -strategies to cope with stress and conflict. , POWER AND EMPOWERMENT Dynamics of OB - III Power: Meaning - Types of power Legitimate power, Coercive power, Expert power, Informal power and Referent power. Empowerment Benefits, Process, Determinants, Techniques of Empowerment; Groups vs. Teams Nature of groups dynamics of informal groups Dysfunctions of groups and teams Teams in modern work place. , HIGH PERFORMANCE, LEARNING AND LEADERSHIP Leading High performance: Job design and Goal setting for High Performance - Quality of Work Life - Socio technical Design and High-performance work practices - Behavioural performance management. Learning: Reinforcement and Punishment as principles of Learning Process of Behavioural modification. Leadership: Definition of leadership Traits of effective leaders - Leadership behaviour Vs Traits Leadership skills Leadership theories: Trait theories; Behavioural theories; Contingency approaches to leadership, Leadership Styles: Autocratic Leadership style, Democratic Leadership style, Free rein Leadership style."
Mahatma Gandhi Institute of Technology (MGIT),CS861PE,Computational Complexity,"Computational Complexity: Polynomial time and its justification, Nontrivial examples of polynomial-time algorithms, the concept of reduction (reducibility), Class P Class NP and NP- Completeness, The P versus NP problem and why its hard , Algorithmic paradigms: Dynamic Programming Longest common subsequence, matrix chain multiplication, knapsack problem, Greedy - knapsack, fractional knapsack, scheduling problem, Huffman coding, MST, Branch-and-bound travelling sales person problem, / knapsack problem, Divide and Conquer Merge sort, binary search, quick sort. , Randomized Algorithms: Finger Printing, Pattern Matching, Graph Problems, Algebraic Methods, Probabilistic Primality Testing, De-Randomization Advanced Algorithms. , Graph Algorithms: Shortest paths, Flow networks, Spanning Trees; Approximation algorithms, Randomized algorithms. Approximation algorithms: Polynomial Time Approximation Schemes. , Advanced Data Structures and applications: Decision Trees and Circuits, B-Trees, AVL Trees, Red and Black trees, Dictionaries and tries, Maps, Binomial Heaps, Fibonacci Heaps, Disjoint sets, Union by Rank and Path Compression"
Mahatma Gandhi Institute of Technology (MGIT),CS862PE,Distributed Systems,"Characterization of Distributed Systems: Introduction, Examples of Distributed Systems, Resource Sharing and the Web Challenges. System Models: Introduction, Architectural Models- Software Layers, System Architecture, Variations, Interface and Objects, Design Requirements for Distributed Architectures, Fundamental Models- Interaction Model, Failure Model, Security Model. , Inter process Communication: Introduction, The API for the Internet Protocols- The Characteristics of Inter process communication, Sockets, UDP Datagram Communication, TCP Stream Communication; External Data Representation and Marshalling; Client Server Communication; Group Communication- IP Multicast- an implementation of group communication, Case Study: IPC in UNIX. , Distributed Objects and Remote Invocation: Introduction, Communication between Distributed Objects- Object Model, Distributed Object Modal, Design Issues for RMI, Implementation of RMI, Distributed Garbage Collection; Remote Procedure Call, Events and Notifications, Case Study: JAVA RMI , Distributed File Systems: Introduction, File Service Architecture; Peer-to-Peer Systems: Introduction, Napster and its Legacy, Peer-to-Peer Middleware, Routing Overlays. Case Study: Google FS (GFS)/ Hadoop Distributed FS (HDFS), Bigtable / HBase Map Reduce , Transactions & Replications: Introduction, System Model and Group Communication, Concurrency Control in Distributed Transactions, Distributed Dead Locks, Transaction Recovery; Replication-Introduction, Passive (Primary) Replication, Active Replication. Distributed Shared Memory: Design and Implementation issues, Consistency models."
Mahatma Gandhi Institute of Technology (MGIT),CS863PE,Deep Learning,"Artificial Neural Networks Introduction, Basic models of ANN, important terminologies, Supervised Learning Networks, Perceptron Networks, Adaptive Linear Neuron, Back-propagation Network. Associative Memory Networks. Training Algorithms for pattern association, BAM and Hopfield Networks. , Unsupervised Learning Network- Introduction, Fixed Weight Competitive Nets, Maxnet, Hamming Network, Kohonen Self-Organizing Feature Maps, Learning Vector Quantization, Counter Propagation Networks, Adaptive Resonance Theory Networks. Special Networks- Introduction to various networks. , Introduction to Deep Learning, Historical Trends in Deep learning, Deep Feedforward networks, Gradient-based learning, Hidden Units, Architecture Design, Back-Propagation, and Other Differentiation Algorithms , Regularization for Deep Learning: Parameter norm Penalties, Norm Penalties as Constrained Optimization, Regularization, and Under-Constrained Problems, Dataset Augmentation, Noise Robustness, Semi-Supervised learning, multi-task learning, Early Stopping, Parameter Typing and Parameter Sharing, Sparse Representations, Bagging and other Ensemble Methods, Dropout, Adversarial Training, Tangent Distance, tangent Prop and Manifold, Tangent Classifier , Optimization for Train Deep Models: Challenges in Neural Network Optimization, Basic Algorithms, Parameter Initialization Strategies, Algorithms with Adaptive Learning Rates, Optimization Strategies and Meta-algorithms. Applications: Large-Scale Deep Learning, Computer Vision, Speech Recognition, Natural Language Processing TEXTBOOKS: . Deep Learning: An MIT Press Book By Ian Goodfellow and Yoshua Bengio and Aaron Courville . Neural Networks and Learning Machines, Simon Haykin, 3rd Edition, Pearson Prentice Hall L T P C B.Tech. VIII Semester"
Mahatma Gandhi Institute of Technology (MGIT),CS864PE,Human Computer Interaction,"Introduction: Importance of user Interface definition, importance of good design. Benefits of good design. A brief history of Screen design. The graphical user interface popularity of graphics, the concept of direct manipulation, graphical system, Characteristics, Web user Interface popularity, characteristics- Principles of user interface. , Design process Human interaction with computers, importance of human characteristics human consideration, Human interaction speeds, and understanding business junctions. Screen Designing: Design goals Screen planning and purpose, organizing screen elements, ordering of screen data and content screen navigation and flow Visually pleasing composition amount of information focus and emphasis presentation information simply and meaningfully information retrieval on web statistical graphics Technological consideration in interface design. , Windows New and Navigation schemes selection of window, selection of devices based and screen- based controls. Components text and messages, Icons and increases Multimedia, colors, uses problems, choosing colors. , HCI in the software process, The software life cycle Usability engineering Iterative design and prototyping Design Focus: Prototyping in practice Design rationale Design rules Principles to support usability Standards Golden rules and heuristics HCI patterns Evaluation techniques, Goals of evaluation, Evaluation through expert analysis, Evaluation through user participation, Choosing an evaluation method. Universal design, Universal design principles Multi-modal interaction , Cognitive models Goal and task hierarchies Design Focus: GOMS saves money Linguistic models The challenge of display-based systems Physical and device models Cognitive architectures Ubiquitous computing and augmented realities Ubiquitous computing applications research Design Focus: Ambient Wood augmenting the physical Virtual and augmented reality Design Focus: Shared experience Design Focus: Applications of augmented reality Information and data visualization Design Focus: Getting the size right."
Mahatma Gandhi Institute of Technology (MGIT),CS865PE,Cyber Forensics,"Introduction of Cybercrime: Types, The Internet spawns crime, Worms versus viruses, Computers' roles in crimes, Introduction to digital forensics, Introduction to Incident - Incident Response Methodology Steps - Activities in Initial Response, Phase after detection of an incident , Initial Response and forensic duplication, Initial Response & Volatile Data Collection from Windows system- Initial Response &Volatile Data Collection from Unix systemForensic Duplication: Forensic duplication: Forensic Duplicates as Admissible Evidence, Forensic Duplication Tool Requirements, Creating a Forensic. Duplicate/Qualified Forensic Duplicate of a Hard Drive , Forensics analysis and validation: Determining what data to collect and analyze, validating forensic data, addressing data-hiding techniques, performing remote acquisitions Network Forensics: Network forensics overview, performing live acquisitions, developing standard procedures for network forensics, using network tools, examining the honey net project. , Current Forensic tools: evaluating computer forensic tool needs, computer forensics software tools, computer forensics hardware tools, validating and testing forensics software E-Mail Investigations: Exploring the role of e- mail in investigation, exploring the roles of the client and server in e-mail, investigating e-mail crimes and violations, understanding e-mail servers, using specialized e-mail forensic tools. Cell phone and mobile device forensics: Understanding mobile device forensics, understanding acquisition procedures for cell phones and mobile devices. , Working with Windows and DOS Systems: understanding file systems, exploring Microsoft File Structures, Examining NTFS disks, Understanding whole disk encryption, windows registry, Microsoft startup tasks, MS- DOS startup tasks, virtual machines. TEXTBOOKS: . Kevin Mandia, Chris Prosise, Incident Response and computer forensics, TataMcGrawHill, . . Computer Forensics, Computer Crime Investigation by John R. Vacca, Firewall Media, New Delhi. . Computer Forensics and Investigations by Nelson, PhillipsEnfinger, Steuart, CENGAGE Learning"
Mahatma Gandhi Institute of Technology (MGIT),CS821OE,Algorithm Design and Analysis,"Introduction: Algorithm, Pseudo code for expressing algorithms, Performance Analysis-Space complexity, Time complexity, Asymptotic Notation- Big oh notation, Omega notation, Theta notation and Little oh notation. Sets and Disjoint Set Unions: Introduction, Union and Find Operations with algorithms. , Divide and conquer: General method, applications-Binary search, Quick sort, Merge sort, Stassens matrix multiplication. , Greedy method: General method, applications- knapsack problem, Minimum cost spanning trees- Prim and Kruskals Algorithm, Single source shortest path problem. , Dynamic Programming: General method, applications- Optimal binary search trees, / knapsack problem, All pairs shortest path problem, The Traveling sales person problem , Backtracking: General method, applications- n-Queen problem, sum of subsets problem, graph coloring , Hamiltonian cycles. Branch and Bound: General method, applications - / knapsack problem- LC Branch and Bound solution, FIFO Branch and Bound solution, Travelling sales person problem"
Mahatma Gandhi Institute of Technology (MGIT),CS822OE,Introduction to Computer Networks,"Network Hardware: Local Area Networks, Metropolitan Area Networks, Wide Area Networks, Internetwork. Network software: Protocol Hierarchies, Design Issues for the Layers, Connection-Oriented and Connectionless Services. Reference Models: OSI, TCP/IP Reference models, Comparison of OSI and TCP/IP Models Example Networks: ARPANET, Internet. Physical Layer: Guided Transmission media, Unguided Transmission Media , Data link layer: Design issues, Framing, Error Detection and Correction: Block Codes, Simple Parity Check, Hamming Distance, Checksum, Hamming Code, CRC Elementary data link protocols: simplex protocol, A simplex stop and wait protocol for an error- free channel, A simplex stop and wait protocol for noisy channel. Sliding Window protocols: Piggybacking, A one-bit sliding window protocol, A protocol using Go-Back-N, A protocol using Selective Repeat, Medium Access sub layer: The channel allocation problem, Multiple access protocols: ALOHA, Carrier sense multiple access protocols, collision free protocols , Network Layer: Design issues, Routing algorithms: shortest path routing, Flooding, Hierarchical routing, Broadcast, Multicast, distance vector routing, Link State Routing, Congestion Control Algorithms: Approaches to Congestion Control, Admission Control, Load shedding. Quality of Service: Traffic Shaping, Packet scheduling, Admission Control, Integrated services, Differentiated Services, Internetworking, Network layer in the Internet: IPv4 protocol, IP Addresses, IPv6 protocol, Internet Control Protocols: ICMP, ARP, RARP, BOOTP, DHCP , Transport Layer: Transport Services: Services provided to Upper layer, Transport service primitives Elements of Transport protocols: Addressing, Error and Flow Control, Multiplexing, Crash Recovery, Connection management. Internet Transport Protocols: TCP: Service Model, TCP Protocol, Segment header, TCP Connection establishment and Release, TCP Connection management, TCP Sliding Window, Timer management, TCP Congestion Control. UDP: Protocol, UDP Header , Application Layer: Domain name system- DNS Name Space, Resource records, Name Servers. SNMP, Electronic Mail: Architecture and Services, User Agent, Message Formats, Message Transfer, Final Delivery.SMTP, POP3, ICMP.File transfer: FTP, Telnet."
